age,education_level,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved,financial_ratio,travel_history_score,risk_flag,nationality_American,nationality_Australian,nationality_British,nationality_Canadian,nationality_Chinese,nationality_German,nationality_Indian,nationality_Nigerian,marital_status_Divorced,marital_status_Married,marital_status_Single,destination_country_Australia,destination_country_Canada,destination_country_France,destination_country_Germany,destination_country_UK,destination_country_USA,visa_type_Student,visa_type_Tourist,visa_type_Work
57,0,31,4892,72793,10,1,0,0,1,14.880008176614881,9,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
42,3,148,9000,99737,2,3,1,0,0,11.081888888888889,-1,3,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
44,3,50,6425,35762,3,1,0,0,1,5.566070038910506,2,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
27,2,334,10409,114670,12,4,0,0,0,11.016428091075031,8,4,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
35,2,138,1039,99016,16,5,0,0,0,95.29932627526468,11,5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
44,1,11,5703,116061,12,2,0,0,0,20.35086796422935,10,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
28,0,18,10553,158704,18,2,0,0,1,15.038756751634606,16,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
49,1,196,13405,94800,6,4,1,0,0,7.071988064155166,2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
53,3,281,13160,54318,7,1,1,0,1,4.127507598784194,6,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
41,2,172,1247,163840,7,4,1,0,0,131.38732959101844,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
61,0,112,5426,48797,0,4,1,0,0,8.99318098046443,-4,4,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
27,0,80,6928,83769,19,2,1,0,1,12.091368360277137,17,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
60,0,175,14965,181090,4,4,1,0,0,12.10090210491146,0,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
29,2,100,668,35960,10,0,0,0,1,53.83233532934132,10,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
36,3,333,3600,63073,14,5,1,0,0,17.52027777777778,9,5,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
69,0,232,6745,118336,15,2,0,0,1,17.54425500370645,13,2,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
38,1,130,7842,26911,19,2,1,0,0,3.431650089262943,17,2,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
25,1,170,5348,188322,16,0,0,0,1,35.213537771129396,16,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
51,0,303,12760,53650,13,2,0,0,0,4.204545454545454,11,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
63,2,28,13262,140222,7,2,1,0,1,10.573216709395265,5,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
36,1,298,13093,142335,10,5,1,0,0,10.871076147559764,5,5,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
48,3,171,10153,113253,12,4,1,0,1,11.15463409829607,8,4,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
38,2,260,9789,188402,2,5,0,0,0,19.246296863826743,-3,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
65,2,45,8095,83310,2,4,0,0,0,10.291537986411365,-2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
60,2,221,14220,26665,14,3,0,0,0,1.8751758087201125,11,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
67,2,364,2856,55718,9,1,0,0,1,19.509103641456583,8,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
26,3,354,1492,71131,19,4,1,0,0,47.674932975871315,15,4,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
55,0,333,10216,193368,16,0,0,0,1,18.927956147220048,16,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
61,1,364,1250,61335,6,2,1,0,0,49.068,4,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
55,0,70,3522,49347,6,0,1,0,1,14.01107325383305,6,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
60,2,205,11936,120685,8,3,0,0,0,10.11100871313673,5,3,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
40,1,223,620,162234,6,4,0,0,0,261.6677419354839,2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
40,1,130,14763,28141,8,5,1,0,0,1.9061843798685905,3,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
36,2,228,11677,198598,8,2,1,0,1,17.00762182067312,6,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
29,2,312,12615,40157,4,2,0,0,0,3.1832738803012286,2,2,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
59,1,350,14071,163565,2,1,0,0,1,11.624262667898515,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
35,1,256,3018,47682,18,5,0,0,0,15.79920477137177,13,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
48,0,314,13418,71964,2,1,1,0,0,5.363243404382173,1,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
53,3,316,6222,23799,4,0,1,0,1,3.8249758919961425,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
61,0,94,13476,65904,12,1,0,0,1,4.890471950133571,11,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
26,1,342,14317,109724,5,1,0,0,1,7.66389606761193,4,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
42,3,104,2774,143308,20,2,1,0,1,51.66113914924297,18,2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
40,2,350,2749,18173,16,0,0,0,1,6.610767551837031,16,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
23,0,115,14653,84591,10,5,1,0,0,5.772947519279328,5,5,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
52,1,291,11275,85463,4,0,0,0,1,7.579866962305987,4,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
61,2,63,4890,104638,19,1,1,0,1,21.39836400817996,18,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
26,2,51,2727,132245,4,0,1,0,1,48.49468280161349,4,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
46,1,44,2771,53085,2,0,1,0,1,19.157343919162756,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
41,1,361,10074,109298,4,4,0,0,0,10.849513599364702,0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
58,3,323,4195,87537,0,4,1,0,0,20.86698450536353,-4,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
27,0,314,10342,87925,10,4,1,0,0,8.501740475730033,6,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
69,0,48,13243,126725,3,2,1,0,1,9.569206373178282,1,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
61,3,233,7990,71630,18,3,0,0,0,8.964956195244055,15,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
55,0,237,5935,90411,9,5,1,0,0,15.233529907329402,4,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,1,159,8484,32105,10,5,1,0,0,3.7841819896275344,5,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
62,0,20,14670,32442,15,4,1,0,0,2.211451942740286,11,4,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
37,3,205,737,171499,19,3,0,0,0,232.69877883310718,16,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
55,3,253,12997,159920,18,0,1,1,1,12.304377933369238,18,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
34,3,204,12073,91836,17,4,1,0,0,7.606725751677296,13,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
64,2,13,5732,80474,11,0,0,0,1,14.039427773900908,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
41,3,107,10133,97106,14,3,0,0,1,9.58314418237442,11,3,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
24,0,127,4791,15366,9,1,0,0,0,3.2072636192861617,8,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
61,1,14,1655,163252,2,2,1,1,0,98.6416918429003,0,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
19,1,249,12439,88602,19,3,0,0,0,7.122919848862448,16,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
65,3,355,13321,171986,7,2,1,0,1,12.91089257563246,5,2,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
34,0,152,12133,14927,1,0,1,0,1,1.2302810516772438,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
59,0,130,2313,9952,19,4,0,0,0,4.302637267617812,15,4,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
62,3,248,6983,93667,4,2,0,0,0,13.413575827008449,2,2,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
49,0,284,8938,175380,16,1,1,0,1,19.62183933765943,15,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
53,2,216,3726,12084,14,0,1,0,1,3.243156199677939,14,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
24,0,237,809,129667,5,4,0,0,0,160.2805933250927,1,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
62,3,67,14261,179545,11,3,1,0,0,12.589930579903232,8,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
57,0,319,9910,32399,13,0,1,0,1,3.269323915237134,13,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
67,1,180,11483,61640,9,1,0,0,1,5.36793520856919,8,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
41,1,229,5628,186962,15,5,0,0,0,33.21997157071784,10,5,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
42,3,121,11840,32167,3,1,1,0,0,2.7168074324324323,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
42,2,204,3551,58596,9,5,1,0,0,16.501267248662348,4,5,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
51,2,119,5895,2952,17,4,1,0,0,0.500763358778626,13,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
33,3,224,3402,162478,16,3,0,0,0,47.75955320399765,13,3,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
37,1,75,13337,82860,2,1,1,0,1,6.212791482342356,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
20,1,205,8196,16612,20,3,0,0,0,2.026842362127867,17,3,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,2,8,9991,149394,4,0,1,0,1,14.952857571814633,4,0,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
57,0,74,14332,138733,5,3,1,0,0,9.679946971811331,2,3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
45,1,293,2310,46447,14,2,0,0,0,20.10692640692641,12,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
30,1,305,8235,72509,13,3,1,0,0,8.804978749241045,10,3,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
48,0,164,6313,180985,1,1,0,0,1,28.66862030730239,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
34,1,170,11417,41894,0,3,0,0,0,3.6694403083121663,-3,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
19,1,298,5372,182000,5,3,1,0,0,33.87937453462398,2,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
30,0,42,7898,161946,5,2,1,0,1,20.50468473031147,3,2,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
29,3,286,14858,193828,14,2,1,0,1,13.045362767532643,12,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
22,1,358,14077,79152,4,4,1,0,0,5.622788946508489,0,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
56,1,277,6283,42427,8,5,1,0,0,6.752665923921693,3,5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
55,2,104,3417,130195,3,5,1,0,0,38.10213637693884,-2,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
44,1,220,3646,150508,16,5,0,0,0,41.28030718595721,11,5,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
35,1,211,13192,92144,13,2,0,0,1,6.98483929654336,11,2,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
25,0,345,8520,65670,19,4,0,0,0,7.707746478873239,15,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
45,3,59,10815,11599,11,2,0,0,0,1.0724919093851133,9,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
66,0,64,5238,15031,6,2,1,0,0,2.869606720122184,4,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
66,3,20,6814,170814,7,3,0,0,0,25.068095098326975,4,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
32,2,267,10040,55881,7,5,1,0,0,5.565836653386454,2,5,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
36,2,294,6108,45303,14,0,0,0,1,7.416994106090374,14,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
68,3,172,851,46672,17,5,0,0,0,54.84371327849589,12,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
50,3,322,6534,47841,17,2,1,0,0,7.321854912764004,15,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
68,1,20,10986,47914,8,1,0,0,1,4.3613690151101405,7,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
48,3,193,1871,105167,11,1,1,0,1,56.2089791555318,10,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
27,0,227,3842,19520,6,1,0,0,0,5.080687142113483,5,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
21,2,297,7488,119732,8,1,0,0,1,15.989850427350428,7,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
20,1,123,11403,75812,5,4,1,0,0,6.648425852845742,1,4,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
66,1,331,10856,34222,9,3,0,0,0,3.152358142962417,6,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
32,3,289,3511,148164,3,2,0,1,0,42.19994303617203,1,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
67,2,294,12171,187541,0,3,0,0,0,15.408840686878646,-3,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
55,2,347,9826,129216,4,5,0,0,0,13.150417260329737,-1,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
24,1,290,10852,126707,19,1,1,0,1,11.675912274235165,18,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
64,1,34,7559,79916,10,1,0,0,1,10.572297923005689,9,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
64,3,60,11749,188321,13,3,1,0,1,16.02868329219508,10,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
31,3,98,14605,103751,6,5,1,1,0,7.1038000684697025,1,6,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
35,2,110,10466,70381,13,2,0,0,1,6.724727689661762,11,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
59,2,197,6809,22913,1,4,0,0,0,3.3651050080775446,-3,4,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
19,0,85,3425,166453,1,0,0,0,1,48.59941605839416,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
22,2,221,6982,20982,7,3,0,0,0,3.005156115726153,4,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
19,3,251,14434,192619,4,0,1,0,1,13.344810863239573,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
28,3,235,13100,77814,0,1,1,0,1,5.94,-1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
53,2,279,2733,31075,12,1,0,0,1,11.37028905964142,11,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
46,2,292,6267,122643,13,5,0,0,0,19.569650550502633,8,5,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
66,0,24,4406,26066,6,1,1,0,1,5.916023604176123,5,1,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
50,1,20,10886,38530,2,1,0,0,0,3.53940841447731,1,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
31,3,194,12430,13673,7,5,0,0,0,1.1,2,5,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
27,0,165,8675,85424,20,5,1,0,0,9.847146974063401,15,5,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
25,3,310,1679,87818,2,4,1,0,0,52.3037522334723,-2,4,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
48,1,202,4196,24437,8,2,0,0,0,5.823879885605338,6,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
57,0,322,3824,156341,3,4,0,0,0,40.88415271966527,-1,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
20,1,311,6808,117288,7,4,0,0,0,17.227967097532314,3,4,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
40,2,183,12155,25888,3,0,1,0,1,2.129823118058412,3,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
44,1,154,9889,105459,18,1,1,0,1,10.664273435129942,17,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,1,208,9305,31281,15,1,1,0,1,3.3617409994626546,14,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
31,3,267,11497,191521,13,1,0,0,1,16.658345655388363,12,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
41,2,93,1367,17083,0,3,0,0,0,12.496708119970739,-3,3,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
48,2,47,3533,75251,6,5,0,0,0,21.29946221341636,1,5,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
37,1,208,3266,152542,9,4,0,0,0,46.70606246172688,5,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
50,2,245,4832,151943,5,1,1,0,1,31.44515728476821,4,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
68,2,179,11179,108396,7,2,1,0,1,9.696395026388764,5,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
66,2,34,9897,21852,19,4,1,0,0,2.20794180054562,15,4,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
65,0,130,840,106570,12,1,0,0,0,126.86904761904762,11,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
37,0,120,5978,114254,18,1,0,0,1,19.11241217798595,17,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
66,0,306,5554,173301,17,5,0,0,0,31.20291681670868,12,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
50,0,214,11424,86513,16,1,0,0,0,7.572916666666667,15,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
62,3,318,8433,100571,0,1,0,0,1,11.925886398671885,-1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
19,3,34,8118,177537,20,5,0,0,0,21.869549150036956,15,5,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
44,2,177,4981,33749,6,4,0,0,0,6.7755470788998196,2,4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
33,3,267,11383,112217,18,4,0,0,0,9.858297461126242,14,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
40,3,194,12749,60583,3,3,1,0,0,4.751980547493921,0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
24,0,362,14661,38136,1,2,1,0,0,2.6011868221812975,-1,2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
42,2,46,12307,46337,14,3,1,0,0,3.7650930364833024,11,3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
34,3,173,2832,91019,6,1,0,0,1,32.139477401129945,5,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
33,0,66,2296,159043,9,2,0,0,1,69.26959930313589,7,2,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
65,3,49,9432,107501,9,1,0,0,1,11.39747667514843,8,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
49,2,147,3952,30429,7,4,0,0,0,7.699645748987854,3,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
43,1,117,6143,36136,6,1,0,0,0,5.882467849584893,5,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
30,0,177,10312,155311,2,2,1,0,1,15.061190845616757,0,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
36,1,15,4442,3884,20,2,0,0,0,0.8743809095002252,18,2,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
33,0,297,6576,180464,14,3,0,0,0,27.442822384428222,11,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
47,3,290,6970,170570,2,3,0,0,0,24.472022955523673,-1,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
48,0,37,14610,18206,5,5,0,0,0,1.2461327857631759,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
54,0,34,839,63343,10,0,1,0,1,75.49821215733016,10,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
29,3,88,13236,106520,1,3,0,0,0,8.047748564521003,-2,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
54,2,216,2809,136551,4,4,0,0,0,48.611961552153794,0,4,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
59,0,69,8397,35496,15,1,1,0,0,4.227224008574491,14,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
38,1,205,5222,54694,12,2,1,0,1,10.473764841057067,10,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
33,2,355,7717,164967,15,1,0,0,1,21.377089542568356,14,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
